Acc. No.,Tree No.,Site name,Site abb.,Latitude,Longitude,Elevation (m),Days to germ
248,11,Healdsburg,HEA,38.61417,-122.82976,47,124
250,8,Healdsburg,HEA,38.61988,-122.82561,62,69
470,13,Oneals=Oakhurst,OAK,37.27174,-119.66890,744,82
49,11,Carrissa Highway & E. Pozo Rd,PO,35.38577,-120.17289,481,82
48,11,Carrissa Highway & E. Pozo Rd,PO,35.38577,-120.16900,473,82
482,14,Paynes Creek,PAY,40.31253,-121.99419,317,89
480,9,Paynes Creek,PAY,40.31465,-122.06873,190,96
112,6,Coalinga Road,COA,36.39072,-120.93557,555,69
110,3,Coalinga Road,COA,36.39860,-120.94652,539,54
139,10,"Cordon Ridge, 900 m",CR9,35.00505,-118.69239,917,96
142,13,"Cordon Ridge, 900 m",CR9,35.00485,-118.69115,946,89
154,6,Cottonwood,CTW,40.36020,-122.30672,134,75
156,12,Cottonwood,CTW,40.36029,-122.31100,131,131
437,10,Napa,NAP,38.33479,-122.26407,25,75
304,10,Jasper Ridge,JAS,37.40382,-122.24118,125,89
305,8,Jasper Ridge,JAS,37.40496,-122.24105,124,96
408,7,Morgan Hill,MOH,37.16542,-121.71516,85,69
413,1,Morgan Hill,MOH,37.13591,-121.70014,172,49
156,9,Cottonwood,CTW,40.36029,-122.31100,131,103
151,12,Cottonwood,CTW,40.36756,-122.29284,132,89
664,9,Woodson Bridge SRA/Tehama CP,WOO,39.91839,-122.08546,62,89
657,8,Woodson Bridge SRA/Tehama CP,WOO,39.90974,-122.08971,56,82
136,12,"Cordon Ridge, 600 m",CR6,35.00674,-118.70799,585,61
132,3,"Cordon Ridge, 600 m",CR6,35.00751,-118.70712,590,96
449,5,Novato,NOV,38.11274,-122.56886,6,96
515,4,Princeton,PRI,39.37680,-122.01999,34,82
43,2,Cache Creek Nature Preserve,CCNP,38.69094,-121.87336,30,82
144,2,Cosumnes River Preserve,CRP,38.26244,-121.43118,7,75
565,14,SANTA MARGARITA,SMAR,35.33182,-120.52405,365,103
566,1,SANTA MARGARITA,SMAR,35.35508,-120.54007,346,61
441,11,Nicolaus,NIC,38.88058,-121.58151,7,61
446,8,Nicolaus,NIC,38.88123,-121.60262,12,117
381,5,Meridian,MRD,39.18731,-121.90849,14,69
379,5,Meridian,MRD,39.18721,-121.90054,9,82
440,13,Nicolaus,NIC,38.88647,-121.59447,9,96
120,9,"Cordon Ridge, 1500 m",CR15,35.00182,-118.64979,1529,117
134,3,"Cordon Ridge, 600 m",CR6,35.00643,-118.70708,588,61
189,6,Dry Creek,DRY,37.64508,-120.84779,37,82
214,9,Fort Tejon State Park,FT,34.87458,-118.89292,973,54
216,7,Fort Tejon State Park,FT,34.87452,-118.89458,972,89
34,9,Bellota,BEL,38.05138,-121.01119,45,61
32,8,Bellota,BEL,38.05064,-121.01234,48,69
496,7,Penn Valley,PEN,39.20424,-121.19050,419,96
318,2,Kingsburg,KIN,36.49160,-119.53883,90,49
316,14,Kingsburg,KIN,36.46237,-119.55080,86,152
317,4,Kingsburg,KIN,36.48506,-119.54247,90,54
258,12,Henry Coe area,COE,37.08118,-121.46841,267,82
255,6,Henry Coe area,COE,37.07865,-121.46698,263,89
280,4,HUASNA VALLEY NEAR ARROYO GRANDE,HUA,35.11222,-120.40086,253,69
334,6,"LYNCH CANYON ROAD, LAKE NACIMIENTO",LYN,35.78807,-120.95192,320,54
332,7,"LYNCH CANYON ROAD, LAKE NACIMIENTO",LYN,35.78751,-120.94111,288,82
6,4,Alhambra,ALH,37.96543,-122.19367,146,61
8,12,Alhambra,ALH,37.96435,-122.19691,127,75
537,6,Restoration Oaks Ranch,RO,34.55227,-120.19056,186,82
541,3,Restoration Oaks Ranch,RO,34.55341,-120.18465,207,89
196,8,Dunlap,DUN,36.74155,-119.13927,556,75
195,8,Dunlap,DUN,36.74229,-119.14274,558,69
87,5,Chico,CHI,39.71186,-121.78416,78,131
91,3,Chico,CHI,39.70629,-121.78463,87,75
343,4,Madera Transect,MAD,36.96898,-119.24734,605,82
340,14,Madera Transect,MAD,36.96933,-119.24700,597,96
171,4,Cottonwood Drainage,CD16,34.97466,-118.59244,1631,82
168,1,Cottonwood Drainage,CD16,34.97515,-118.59299,1638,82
61,1,Caswell Memorial SP,CAS,37.69425,-121.18423,11,54
59,2,Caswell Memorial SP,CAS,37.69561,-121.18295,18,54
351,4,Malibu Creek State Park,MC,34.09798,-118.71614,157,75
346,3,Malibu Creek State Park,MC,34.09775,-118.71652,165,96
198,3,Folsom,FOL,38.65401,-121.20925,50,75
205,7,Folsom,FOL,38.63287,-121.21438,62,75
249,13,Healdsburg,HEA,38.61418,-122.82966,37,89
251,2,Healdsburg,HEA,38.61270,-122.82998,50,54
469,14,Oneals=Oakhurst,OAK,37.26360,-119.69044,674,82
50,6,Carrissa Highway & E. Pozo Rd,PO,35.38546,-120.17471,481,82
47,7,Carrissa Highway & E. Pozo Rd,PO,35.38845,-120.16939,479,82
481,1,Paynes Creek,PAY,40.31295,-121.99838,316,61
483,6,Paynes Creek,PAY,40.31264,-121.99435,316,75
105,7,Coalinga Road,COA,36.40269,-120.94995,535,96
107,13,Coalinga Road,COA,36.40329,-120.94998,537,89
138,7,"Cordon Ridge, 900 m",CR9,35.00508,-118.69288,906,103
140,14,"Cordon Ridge, 900 m",CR9,35.00481,-118.69210,930,89
150,12,Cottonwood,CTW,40.36754,-122.29123,132,89
152,10,Cottonwood,CTW,40.36642,-122.29591,132,82
436,7,Napa,NAP,38.33485,-122.26399,27,61
307,8,Jasper Ridge,JAS,37.40614,-122.24220,130,82
309,15,Jasper Ridge,JAS,37.40536,-122.23953,121,89
411,12,Morgan Hill,MOH,37.14801,-121.69319,109,89
409,11,Morgan Hill,MOH,37.16528,-121.71496,90,82
153,2,Cottonwood,CTW,40.36277,-122.29977,133,54
155,10,Cottonwood,CTW,40.36018,-122.30750,132,103
659,10,Woodson Bridge SRA/Tehama CP,WOO,39.91079,-122.09097,55,late germ
662,1,Woodson Bridge SRA/Tehama CP,WOO,39.91042,-122.08910,61,82
189,4,Dry Creek,DRY,37.64508,-120.84779,37,69
285,9,"INDIAN VALLEY AREA, VINEYARD ROAD",IVA,35.78423,-120.68629,227,124
283,5,"INDIAN VALLEY AREA, VINEYARD ROAD",IVA,35.77914,-120.69231,222,82
532,9,Redding,RDD,40.61283,-122.34853,179,82
533,10,Redding,RDD,40.61291,-122.34833,178,96
137,1,"Cordon Ridge, 900 m",CR9,35.00495,-118.69306,905,75
140,7,"Cordon Ridge, 900 m",CR9,35.00481,-118.69210,930,69
350,9,Malibu Creek State Park,MC,34.09808,-118.71538,160,75
346,8,Malibu Creek State Park,MC,34.09775,-118.71652,165,117
440,3,Nicolaus,NIC,38.88647,-121.59447,9,75
443,7,Nicolaus,NIC,38.88151,-121.60574,8,82
596,13,Sugarloaf Ridge area,SUG,38.42327,-122.55633,155,89
598,10,Sugarloaf Ridge area,SUG,38.41886,-122.55145,146,110
504,10,PINNACLES NM,PIN,36.49177,-121.14754,321,82
505,11,PINNACLES NM,PIN,36.49248,-121.14843,322,89
180,5,Diamond Springs,DIA,38.71357,-120.81122,539,75
184,13,Diamond Springs,DIA,38.70866,-120.81216,499,82
528,4,Red Bluff,RED,40.19379,-122.18501,91,82
523,7,Red Bluff,RED,40.12669,-122.12164,65,61
669,6,York Mountain Road ,YORK,35.55177,-120.77532,272,89
668,5,York Mountain Road ,YORK,35.55151,-120.77808,283,82
565,2,SANTA MARGARITA,SMAR,35.33182,-120.52405,365,82
563,3,SANTA MARGARITA,SMAR,35.35170,-120.53426,357,82
65,12,Centerville,CEN,36.74577,-119.47493,127,110
69,5,Centerville,CEN,36.75334,-119.46474,129,61
240,8,HASTINGS RESERVE,HAS,36.38751,-121.54993,537,89
238,12,HASTINGS RESERVE,HAS,36.38783,-121.54967,542,96
263,11,Hidden Valley (Thousand Oaks),HV,34.14318,-118.90047,307,late germ
265,8,Hidden Valley (Thousand Oaks),HV,34.15254,-118.90374,311,89
437,4,Napa,NAP,38.33479,-122.26407,25,69
331,3,"LYNCH CANYON ROAD, LAKE NACIMIENTO",LYN,35.78765,-120.93880,284,61
328,14,"LYNCH CANYON ROAD, LAKE NACIMIENTO",LYN,35.78753,-120.93898,283,124
4,14,Alhambra,ALH,37.96935,-122.17589,198,75
2,1,Alhambra,ALH,37.96964,-122.17619,199,54
539,4,Restoration Oaks Ranch,RO,34.55315,-120.18324,207,89
543,13,Restoration Oaks Ranch,RO,34.55312,-120.19014,208,82
191,9,Dunlap,DUN,36.74553,-119.15846,530,75
192,10,Dunlap,DUN,36.74523,-119.15390,548,61
336,5,Madera Transect,MAD,36.97169,-119.36787,586,82
337,11,Madera Transect,MAD,36.97218,-119.36828,588,75
341,11,Madera Transect,MAD,36.96899,-119.24723,601,75
355,11,Mariposa,MAR,37.45851,-119.90107,703,103
60,5,Caswell Memorial SP,CAS,37.69556,-121.18165,15,54
55,13,Caswell Memorial SP,CAS,37.70627,-121.17850,34,75
350,12,Malibu Creek State Park,MC,34.09808,-118.71538,160,75
349,12,Malibu Creek State Park,MC,34.09605,-118.71721,164,96
203,1,Folsom,FOL,38.63329,-121.21475,35,49
253,10,Healdsburg,HEA,38.61300,-122.83650,53,82
247,2,Healdsburg,HEA,38.61356,-122.82802,67,82
471,8,Oneals=Oakhurst,OAK,37.33256,-119.65646,699,69
53,1,Carrissa Highway & E. Pozo Rd,PO,35.38076,-120.18690,491,61
52,5,Carrissa Highway & E. Pozo Rd,PO,35.38470,-120.17882,484,82
478,3,Paynes Creek,PAY,40.31395,-122.07048,193,96
479,14,Paynes Creek,PAY,40.31443,-122.06976,192,96
109,1,Coalinga Road,COA,36.39837,-120.94697,538,49
106,11,Coalinga Road,COA,36.40207,-120.95003,539,82
141,1,"Cordon Ridge, 900 m",CR9,35.00425,-118.69169,930,96
151,8,Cottonwood,CTW,40.36756,-122.29284,132,82
153,8,Cottonwood,CTW,40.36277,-122.29977,133,96
434,9,Napa,NAP,38.27742,-122.25249,44,89
303,15,Jasper Ridge,JAS,37.40427,-122.24041,117,110
302,3,Jasper Ridge,JAS,37.40564,-122.23970,115,82
412,8,Morgan Hill,MOH,37.14795,-121.69316,109,82
415,2,Morgan Hill,MOH,37.12977,-121.70248,159,61
150,13,Cottonwood,CTW,40.36754,-122.29123,132,96
149,4,Cottonwood,CTW,40.36757,-122.28863,134,69
660,8,Woodson Bridge SRA/Tehama CP,WOO,39.91110,-122.09122,55,82
658,10,Woodson Bridge SRA/Tehama CP,WOO,39.91040,-122.09136,54,131
186,4,Dry Creek,DRY,37.64569,-120.84776,35,69
289,9,"INDIAN VALLEY AREA, VINEYARD ROAD",IVA,35.77844,-120.69317,201,75
284,2,"INDIAN VALLEY AREA, VINEYARD ROAD",IVA,35.78269,-120.68856,225,54
535,13,Redding,RDD,40.61095,-122.34620,176,96
534,8,Redding,RDD,40.61261,-122.34828,179,96
138,1,"Cordon Ridge, 900 m",CR9,35.00508,-118.69288,906,96
139,12,"Cordon Ridge, 900 m",CR9,35.00505,-118.69239,917,138
345,12,Malibu Creek State Park,MC,34.09538,-118.71702,154,82
347,3,Malibu Creek State Park,MC,34.09797,-118.71558,167,54
444,9,Nicolaus,NIC,38.88139,-121.60609,11,82
445,1,Nicolaus,NIC,38.88178,-121.60592,11,49
594,4,Sugarloaf Ridge area,SUG,38.42370,-122.55438,156,54
597,11,Sugarloaf Ridge area,SUG,38.42008,-122.55209,149,61
500,14,PINNACLES NM,PIN,36.49456,-121.14529,327,96
507,3,PINNACLES NM,PIN,36.49009,-121.15030,311,69
179,4,Diamond Springs,DIA,38.71380,-120.81155,542,82
183,4,Diamond Springs,DIA,38.70850,-120.81227,500,61
522,5,Red Bluff,RED,40.14780,-122.13824,66,82
526,13,Red Bluff,RED,40.15539,-122.20391,79,117
672,11,York Mountain Road ,YORK,35.55676,-120.77053,297,96
665,12,York Mountain Road ,YORK,35.55022,-120.79166,253,103
564,1,SANTA MARGARITA,SMAR,35.34739,-120.53631,347,61
562,2,SANTA MARGARITA,SMAR,35.35228,-120.53825,344,89
64,14,Centerville,CEN,36.74602,-119.47566,129,89
66,5,Centerville,CEN,36.74719,-119.47302,125,91
239,1,HASTINGS RESERVE,HAS,36.38781,-121.54951,541,82
244,6,HASTINGS RESERVE,HAS,36.38447,-121.55448,515,96
267,3,Hidden Valley (Thousand Oaks),HV,34.15295,-118.90733,316,82
264,7,Hidden Valley (Thousand Oaks),HV,34.14321,-118.90102,307,124
434,3,Napa,NAP,38.27742,-122.25249,44,82
216,10,Fort Tejon State Park,FT,34.87452,-118.89458,972,96
221,9,Fort Tejon State Park,FT,34.87413,-118.89376,973,75
111,4,Coalinga Road,COA,36.39068,-120.93528,555,61
106,1,Coalinga Road,COA,36.40207,-120.95003,539,61
558,5,Santa Clarita,SCL,34.39832,-118.57067,424,82
556,1,Santa Clarita,SCL,34.39997,-118.57200,393,61
402,12,Monticello Dam,MOD,38.51506,-122.08321,57,69
612,10,Tehachapi,TAC,35.11866,-118.48600,1259,96
611,14,Tehachapi,TAC,35.11636,-118.48871,1277,89
165,14,Cottonwood Drainage,CD16,34.97555,-118.59370,1645,110
167,6,Cottonwood Drainage,CD16,34.97533,-118.59338,1643,110
352,11,Mariposa,MAR,37.46042,-119.87328,679,82
353,5,Mariposa,MAR,37.46111,-119.87971,672,96
162,9,COTTONWOOD CANYON ROAD,COT,34.99233,-119.88839,613,110
157,2,COTTONWOOD CANYON ROAD,COT,34.99284,-119.88912,626,82
453,10,Oak Grove,OKG,38.05627,-121.36478,-6,96
460,8,Oak Grove,OKG,38.05566,-121.36263,-2,82
326,5,Laytonville,LAY,39.65136,-123.48235,510,75
323,13,Laytonville,LAY,39.65154,-123.48087,512,75
194,11,Dunlap,DUN,36.74241,-119.14307,560,82
190,4,Dunlap,DUN,36.74545,-119.16129,523,69
128,10,"Cordon Ridge, 1750 m",CR17,34.98752,-118.61896,1747,117
127,3,"Cordon Ridge, 1750 m",CR17,34.98790,-118.61992,1766,96
14,6,Angels Camp (a.k.a 102),ANG,38.06791,-120.59639,396,117
389,13,Middle Creek CG,MCK,39.24500,-122.94808,441,82
384,10,Middle Creek CG,MCK,,,,96
49,4,Carrissa Highway & E. Pozo Rd,PO,35.38577,-120.17289,481,82
47,11,Carrissa Highway & E. Pozo Rd,PO,35.38845,-120.16939,479,89
495,4,Penn Valley,PEN,39.20430,-121.19053,420,82
496,3,Penn Valley,PEN,39.20424,-121.19050,419,89
574,9,SEDGWICK RESERVE,SW,34.68820,-120.03615,323,75
573,13,SEDGWICK RESERVE,SW,34.68844,-120.03652,326,82
233,11,Gravelly Valley,GRV,39.44881,-122.96497,555,96
231,10,Gravelly Valley,GRV,39.43016,-122.97538,550,103
366,14,McLaughlin,MCL,38.87017,-122.42335,639,131
360,4,McLaughlin,MCL,38.87351,-122.42492,620,82
277,7,HUASNA VALLEY NEAR ARROYO GRANDE,HUA,35.12399,-120.39111,249,89
280,10,HUASNA VALLEY NEAR ARROYO GRANDE,HUA,35.11222,-120.40086,253,82
21,8,Bakersfield Natl Cemetary,BNC,35.25539,-118.66801,598,103
78,6,Chews Ridge,CHW,36.34520,-121.58087,1045,89
79,4,Chews Ridge,CHW,36.34445,-121.58033,1058,96
650,10,Willits,WLT,39.41081,-123.34682,418,89
187,3,Dry Creek,DRY,37.64508,-120.84779,37,75
286,2,"INDIAN VALLEY AREA, VINEYARD ROAD",IVA,35.80846,-120.67199,289,75
282,14,"INDIAN VALLEY AREA, VINEYARD ROAD",IVA,35.77833,-120.69300,224,138
529,7,Redding,RDD,40.57071,-122.37843,146,82
531,3,Redding,RDD,40.57060,-122.37919,146,75
143,8,"Cordon Ridge, 900 m",CR9,35.00490,-118.69094,955,69
142,10,"Cordon Ridge, 900 m",CR9,35.00485,-118.69115,946,82
351,11,Malibu Creek State Park,MC,34.09798,-118.71614,157,82
344,7,Malibu Creek State Park,MC,34.09454,-118.71642,166,89
439,9,Nicolaus,NIC,38.88670,-121.59470,11,82
599,6,Sugarloaf Ridge area,SUG,38.41887,-122.55143,145,110
593,1,Sugarloaf Ridge area,SUG,38.43304,-122.55359,169,75
595,13,Sugarloaf Ridge area,SUG,38.42324,-122.55631,156,96
503,9,PINNACLES NM,PIN,36.49208,-121.14788,321,69
501,15,PINNACLES NM,PIN,36.49400,-121.14572,325,82
181,9,Diamond Springs,DIA,38.71424,-120.81170,546,103
185,8,Diamond Springs,DIA,38.70877,-120.81239,503,69
527,1,Red Bluff,RED,40.08522,-122.17328,84,82
525,2,Red Bluff,RED,40.15633,-122.20159,78,69
670,11,York Mountain Road ,YORK,35.54924,-120.78675,282,82
667,4,York Mountain Road ,YORK,35.55230,-120.77992,285,96
568,12,SANTA MARGARITA,SMAR,35.35506,-120.54056,347,69
566,4,SANTA MARGARITA,SMAR,35.35508,-120.54007,346,103
70,9,Centerville,CEN,36.75656,-119.46008,130,54
67,7,Centerville,CEN,36.74763,-119.47269,125,82
243,14,HASTINGS RESERVE,HAS,36.38140,-121.55375,607,117
241,3,HASTINGS RESERVE,HAS,36.38540,-121.55293,519,69
266,5,Hidden Valley (Thousand Oaks),HV,34.15258,-118.90409,311,82
262,3,Hidden Valley (Thousand Oaks),HV,34.14307,-118.89994,305,89
436,3,Napa,NAP,38.33485,-122.26399,27,61
215,4,Fort Tejon State Park,FT,34.87472,-118.89387,972,103
214,1,Fort Tejon State Park,FT,34.87458,-118.89292,973,82
109,10,Coalinga Road,COA,36.39837,-120.94697,538,96
112,2,Coalinga Road,COA,36.39072,-120.93557,555,61
553,6,Santa Clarita,SCL,34.40093,-118.57196,384,89
554,7,Santa Clarita,SCL,34.40050,-118.57192,390,110
405,5,Monticello Dam,MOD,38.51455,-122.07815,55,96
613,1,Tehachapi,TAC,35.11889,-118.48441,1259,75
609,13,Tehachapi,TAC,35.11741,-118.48917,1270,96
170,13,Cottonwood Drainage,CD16,34.97511,-118.59252,1637,96
171,12,Cottonwood Drainage,CD16,34.97466,-118.59244,1631,96
358,5,Mariposa,MAR,37.45967,-119.90174,709,110
359,7,Mariposa,MAR,37.45873,-119.89994,693,82
161,16,COTTONWOOD CANYON ROAD,COT,34.99176,-119.88843,618,"""late"""
159,8,COTTONWOOD CANYON ROAD,COT,34.99191,-119.88871,629,96
459,9,Oak Grove,OKG,38.05551,-121.36244,-3,110
458,12,Oak Grove,OKG,38.05582,-121.36349,-3,110
320,6,Laytonville,LAY,39.74600,-123.52422,457,103
321,4,Laytonville,LAY,39.67215,-123.48067,500,117
195,1,Dunlap,DUN,36.74229,-119.14274,558,61
197,5,Dunlap,DUN,36.74153,-119.13903,556,75
130,1,"Cordon Ridge, 1750 m",CR17,34.98730,-118.61983,1746,61
129,8,"Cordon Ridge, 1750 m",CR17,34.98736,-118.61890,1743,75
13,6,Angels Camp (a.k.a 102),ANG,38.05104,-120.62301,448,110
391,8,Middle Creek CG,MCK,39.24288,-122.94722,440,82
385,15,Middle Creek CG,MCK,39.25349,-122.95084,441,89
53,14,Carrissa Highway & E. Pozo Rd,PO,35.38076,-120.18690,491,75
54,7,Carrissa Highway & E. Pozo Rd,PO,35.38610,-120.16743,469,61
492,12,Penn Valley,PEN,39.20405,-121.17821,428,96
499,7,Penn Valley,PEN,39.20129,-121.18902,420,82
570,4,SEDGWICK RESERVE,SW,34.70022,-120.04050,348,69
572,4,SEDGWICK RESERVE,SW,34.68892,-120.03605,331,82
235,10,Gravelly Valley,GRV,39.44874,-122.96412,557,103
236,13,Gravelly Valley,GRV,39.44848,-122.96397,557,82
362,11,McLaughlin,MCL,38.87170,-122.42196,645,98
361,14,McLaughlin,MCL,38.87354,-122.42544,641,96
279,14,HUASNA VALLEY NEAR ARROYO GRANDE,HUA,35.11256,-120.39979,244,103
278,5,HUASNA VALLEY NEAR ARROYO GRANDE,HUA,35.10591,-120.38777,228,96
22,4,Bakersfield Natl Cemetary,BNC,35.25439,-118.66648,608,61
82,2,Chews Ridge,CHW,36.34082,-121.58023,1096,61
81,6,Chews Ridge,CHW,36.34139,-121.58068,1093,82
654,9,Willits,WLT,39.38618,-123.34067,431,89
188,10,Dry Creek,DRY,37.64557,-120.84800,35,138
288,7,"INDIAN VALLEY AREA, VINEYARD ROAD",IVA,35.81143,-120.66812,284,61
287,1,"INDIAN VALLEY AREA, VINEYARD ROAD",IVA,35.81006,-120.67004,286,49
536,14,Redding,RDD,40.61141,-122.34624,175,103
530,11,Redding,RDD,40.57021,-122.37802,146,89
141,8,"Cordon Ridge, 900 m",CR9,35.00425,-118.69169,930,75
302,1,Jasper Ridge,JAS,37.40564,-122.23970,115,75
306,7,Jasper Ridge,JAS,37.40317,-122.24360,123,75
349,8,Malibu Creek State Park,MC,34.09605,-118.71721,164,82
146,10,Cosumnes River Preserve,CRP,38.26244,-121.43118,7,96
145,4,Cosumnes River Preserve,CRP,38.26244,-121.43118,7,49
144,6,Cosumnes River Preserve,CRP,38.26244,-121.43118,7,82
147,1,Cosumnes River Preserve,CRP,38.26244,-121.43118,7,82
506,13,PINNACLES NM,PIN,36.49274,-121.14737,322,89
502,7,PINNACLES NM,PIN,36.49292,-121.14680,323,96
182,13,Diamond Springs,DIA,38.71003,-120.81216,508,96
178,16,Diamond Springs,DIA,38.71397,-120.81155,543,82
666,11,York Mountain Road ,YORK,35.55196,-120.77879,284,96
671,12,York Mountain Road ,YORK,35.54896,-120.78661,281,96
567,6,SANTA MARGARITA,SMAR,35.35473,-120.53982,345,69
561,11,SANTA MARGARITA,SMAR,,,,96
68,5,Centerville,CEN,36.74918,-119.47121,127,49
63,14,Centerville,CEN,36.72520,-119.45910,122,69
245,9,HASTINGS RESERVE,HAS,36.38061,-121.55290,634,69
473,13,Patterson,PAT,37.49353,-121.08161,18,82
475,10,Patterson,PAT,37.49586,-121.06629,26,89
474,6,Patterson,PAT,37.49286,-121.08331,19,82
433,14,Napa,NAP,38.24059,-122.27192,22,117
218,6,Fort Tejon State Park,FT,34.87377,-118.89568,980,75
219,10,Fort Tejon State Park,FT,34.87317,-118.89433,975,103
110,15,Coalinga Road,COA,36.39860,-120.94652,539,89
105,16,Coalinga Road,COA,36.40269,-120.94995,535,124
555,5,Santa Clarita,SCL,34.40054,-118.57149,394,82
404,1,Monticello Dam,MOD,38.51478,-122.07824,57,54
403,1,Monticello Dam,MOD,38.51480,-122.07794,57,49
610,10,Tehachapi,TAC,35.11596,-118.48901,1279,89
615,11,Tehachapi,TAC,35.11386,-118.48926,1292,89
166,4,Cottonwood Drainage,CD16,34.97554,-118.59336,1643,110
168,2,Cottonwood Drainage,CD16,34.97515,-118.59299,1638,89
357,4,Mariposa,MAR,37.46667,-119.95108,557,61
356,14,Mariposa,MAR,37.45846,-119.90099,702,69
158,12,COTTONWOOD CANYON ROAD,COT,34.99212,-119.88892,631,96
163,14,COTTONWOOD CANYON ROAD,COT,34.99132,-119.88766,613,152
455,5,Oak Grove,OKG,38.05660,-121.36429,-6,75
457,1,Oak Grove,OKG,38.05709,-121.36305,-3,49
322,2,Laytonville,LAY,39.66592,-123.47726,509,75
325,10,Laytonville,LAY,39.65170,-123.48409,509,96
193,10,Dunlap,DUN,36.74261,-119.14357,563,103
196,12,Dunlap,DUN,36.74155,-119.13927,556,75
131,15,"Cordon Ridge, 1750 m",CR17,34.98715,-118.62000,1747,110
12,9,Angels Camp (a.k.a 102),ANG,38.05101,-120.62324,448,89
9,5,Angels Camp (a.k.a 102),ANG,38.05775,-120.62022,454,96
387,15,Middle Creek CG,MCK,39.25372,-122.95055,444,110
386,10,Middle Creek CG,MCK,39.25364,-122.95068,444,96
52,7,Carrissa Highway & E. Pozo Rd,PO,35.38470,-120.17882,484,82
48,7,Carrissa Highway & E. Pozo Rd,PO,35.38577,-120.16900,473,75
497,3,Penn Valley,PEN,39.20263,-121.18562,423,124
493,4,Penn Valley,PEN,39.20380,-121.17965,427,82
571,10,SEDGWICK RESERVE,SW,34.68625,-120.03488,320,82
576,1,SEDGWICK RESERVE,SW,34.69334,-120.03813,331,49
237,6,Gravelly Valley,GRV,39.44815,-122.96244,562,61
232,12,Gravelly Valley,GRV,39.44853,-122.96512,557,89
364,6,McLaughlin,MCL,38.86956,-122.42264,638,75
365,13,McLaughlin,MCL,38.86998,-122.42288,638,82
281,6,HUASNA VALLEY NEAR ARROYO GRANDE,HUA,35.11467,-120.39512,224,69
20,15,Bakersfield Natl Cemetary,BNC,35.25663,-118.66744,592,late germ
19,6,Bakersfield Natl Cemetary,BNC,35.25665,-118.66799,592,117
84,13,Chews Ridge,CHW,36.31253,-121.57212,1492,96
83,3,Chews Ridge,CHW,36.31268,-121.57240,1492,103
652,15,Willits,WLT,39.38401,-123.34169,434,138
651,7,Willits,WLT,39.41143,-123.34687,416,89
655,2,Willits,WLT,39.38292,-123.34292,431,82
250,15,Healdsburg,HEA,38.61988,-122.82561,62,54
253,5,Healdsburg,HEA,38.61300,-122.83650,53,61
543,12,Restoration Oaks Ranch,RO,34.55312,-120.19014,208,75
542,2,Restoration Oaks Ranch,RO,34.55357,-120.18461,207,49
307,2,Jasper Ridge,JAS,37.40614,-122.24220,130,75
304,7,Jasper Ridge,JAS,37.40382,-122.24118,125,82
518,11,Princeton,PRI,39.45728,-122.02053,32,69
521,8,Princeton,PRI,39.46268,-121.99226,32,75
335,7,Madera Transect,MAD,36.97174,-119.36790,582,82
217,13,Fort Tejon State Park,FT,34.87443,-118.89521,977,96
220,9,Fort Tejon State Park,FT,34.87311,-118.89350,972,82
107,5,Coalinga Road,COA,36.40329,-120.94998,537,82
108,6,Coalinga Road,COA,36.39672,-120.94881,540,54
401,7,Monticello Dam,MOD,38.51530,-122.08376,60,82
407,2,Monticello Dam,MOD,38.51446,-122.07750,55,61
406,9,Monticello Dam,MOD,38.51478,-122.07755,57,89
614,1,Tehachapi,TAC,35.12270,-118.48340,1239,75
608,10,Tehachapi,TAC (Teh?),35.11713,-118.48862,1268,89
169,2,Cottonwood Drainage,CD16,34.97496,-118.59283,1636,96
464,1,Ojai,OJAI,34.44401,-119.22274,241,61
463,1,Ojai,OJAI,34.45443,-119.23152,245,69
461,6,Ojai,OJAI,34.44189,-119.24474,231,145
164,9,COTTONWOOD CANYON ROAD,COT,34.99022,-119.88841,624,117
160,5,COTTONWOOD CANYON ROAD,COT,34.99192,-119.88856,624,69
456,5,Oak Grove,OKG,38.05616,-121.36335,-4,82
646,10,Williams,WIL,39.00362,-122.35478,320,82
324,11,Laytonville,LAY,39.65133,-123.48377,509,82
319,11,Laytonville,LAY,39.68850,-123.48817,493,96
192,2,Dunlap,DUN,36.74523,-119.15390,548,54
191,5,Dunlap,DUN,36.74553,-119.15846,530,75
15,9,Angels Camp (a.k.a 102),ANG,38.08537,-120.56381,477,110
10,8,Angels Camp (a.k.a 102),ANG,38.05320,-120.62196,452,89
11,5,Angels Camp (a.k.a 102),ANG,38.05197,-120.62457,445,124
388,13,Middle Creek CG,MCK,39.25236,-122.95158,443,103
390,8,Middle Creek CG,MCK,39.24419,-122.94749,440,82
50,5,Carrissa Highway & E. Pozo Rd,PO,35.38546,-120.17471,481,75
51,4,Carrissa Highway & E. Pozo Rd,PO,35.38519,-120.17553,480,75
494,5,Penn Valley,PEN,39.20340,-121.19019,422,75
498,7,Penn Valley,PEN,39.20205,-121.18857,421,96
617,8,Tin Barn Rd,TIN,38.61783,-123.26137,279,89
619,7,Tin Barn Rd,TIN,38.61872,-123.26083,285,75
230,6,Gravelly Valley,GRV,39.42741,-123.01550,814,89
234,11,Gravelly Valley,GRV,39.44887,-122.96455,557,96
367,2,McLaughlin,MCL,38.87033,-122.42417,639,89
